id,name_id,full_name,first_name,middle_name,last_name,gender,party_id,party_name,abbrv,office,b ,ward_pr_order,researcher ,note_fb,fb_url,note_ig,instagram_url,note_tw,twitter_url,note_tk,tiktok_url,note_yt,YouTube_url,note_li,LinkedIn_url,note_web,website,note_wiki,wikipedia_url,note_wa,wa_numbers,note_te,telegram,notes
pers_18696,sbusiso_philani_mathenjwa,SBUSISO PHILANI MATHENJWA,SBUSISO,PHILANI,MATHENJWA,,pty_519,Umkhonto Wesizwe Party,MKP,Local PR Candidate,NW403 - Matlosana,64003035,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18697,ntebele_john_morake,NTEBELE JOHN MORAKE,NTEBELE,JOHN,MORAKE,,pty_519,Umkhonto Wesizwe Party,MKP,Local PR Candidate,NW403 - Matlosana,64003036,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18698,vuelwa_ivy_nombewu,VUELWA IVY NOMBEWU,VUELWA,IVY,NOMBEWU,,pty_519,Umkhonto Wesizwe Party,MKP,Local PR Candidate,NW403 - Matlosana,64003037,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18699,funiwe_mildred_mogoera,FUNIWE MILDRED MOGOERA,FUNIWE,MILDRED,MOGOERA,,pty_519,Umkhonto Wesizwe Party,MKP,Local PR Candidate,NW403 - Matlosana,64003038,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18700,saul_baedige_marupisi,SAUL BAEDIGE MARUPISI,SAUL,BAEDIGE,MARUPISI,,pty_525,United Africans Transformation,UAT,Local PR Candidate,NW403 - Matlosana,64003001,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18701,boitumelo_shadrack_khonkhobe,BOITUMELO SHADRACK KHONKHOBE,BOITUMELO,SHADRACK,KHONKHOBE,,pty_525,United Africans Transformation,UAT,Local PR Candidate,NW403 - Matlosana,64003003,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18702,kgeleke_tshabalala,KGELEKE TSHABALALA,KGELEKE,,TSHABALALA,,pty_525,United Africans Transformation,UAT,Local PR Candidate,NW403 - Matlosana,64003004,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18703,sipho_albert_madolo,SIPHO ALBERT MADOLO,SIPHO,ALBERT,MADOLO,,pty_525,United Africans Transformation,UAT,Local PR Candidate,NW403 - Matlosana,64003007,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18704,alina_motshidisi_kubedi,ALINA MOTSHIDISI KUBEDI,ALINA,MOTSHIDISI,KUBEDI,,pty_525,United Africans Transformation,UAT,Local PR Candidate,NW403 - Matlosana,64003023,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18705,mantda_catherine_mokalosi,MANTDA CATHERINE MOKALOSI,MANTDA,CATHERINE,MOKALOSI,,pty_525,United Africans Transformation,UAT,Local PR Candidate,NW403 - Matlosana,64003027,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18706,johannes_poloko_sekgweleo,JOHANNES POLOKO SEKGWELEO,JOHANNES,POLOKO,SEKGWELEO,,pty_525,United Africans Transformation,UAT,Local PR Candidate,NW403 - Matlosana,64003035,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18707,thebeetsile_dennis_monchonyane,THEBEETSILE DENNIS MONCHONYANE,THEBEETSILE,DENNIS,MONCHONYANE,,pty_526,United Christian Democratic Party,UCDP,Local Ward Candidate,NW403 - Matlosana,1,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18708,martin_neff,MARTIN NEFF,MARTIN,,NEFF,,pty_573,Vryheidsfront Plus | Freedom Front Plus,VF PLUS,Local Ward Candidate,NW403 - Matlosana,12,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18709,ishmael_terencetrent_ntsikelelo_dithejane,ISHMAEL TERENCETRENT NTSIKELELO DITHEJANE,ISHMAEL,TERENCETRENT NTSIKELELO,DITHEJANE,,pty_573,Vryheidsfront Plus | Freedom Front Plus,VF PLUS,Local Ward Candidate,NW403 - Matlosana,13,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18710,veronique_christine_bremner,VERONIQUE CHRISTINE BREMNER,VERONIQUE,CHRISTINE,BREMNER,,pty_573,Vryheidsfront Plus | Freedom Front Plus,VF PLUS,Local Ward Candidate,NW403 - Matlosana,14,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18711,elsj_josina_henning,ELSJÉ JOSINA HENNING,ELSJÉ,JOSINA,HENNING,,pty_573,Vryheidsfront Plus | Freedom Front Plus,VF PLUS,Local Ward Candidate,NW403 - Matlosana,15,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18712,teboho_caiphus_misapitso,TEBOHO CAIPHUS MISAPITSO,TEBOHO,CAIPHUS,MISAPITSO,,pty_573,Vryheidsfront Plus | Freedom Front Plus,VF PLUS,Local Ward Candidate,NW403 - Matlosana,16,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18713,pieter_jacobs,PIETER JACOBS,PIETER,,JACOBS,,pty_573,Vryheidsfront Plus | Freedom Front Plus,VF PLUS,Local Ward Candidate,NW403 - Matlosana,17,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18714,johannes_du_plessis_nel,JOHANNES DU PLESSIS NEL,JOHANNES,DU PLESSIS,NEL,,pty_573,Vryheidsfront Plus | Freedom Front Plus,VF PLUS,Local Ward Candidate,NW403 - Matlosana,18,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18715,corene_prinsloo,CORENE PRINSLOO,CORENE,,PRINSLOO,,pty_573,Vryheidsfront Plus | Freedom Front Plus,VF PLUS,Local Ward Candidate,NW403 - Matlosana,19,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18716,deuthon_clyde_danster,DEUTHON CLYDE DANSTER,DEUTHON,CLYDE,DANSTER,,pty_573,Vryheidsfront Plus | Freedom Front Plus,VF PLUS,Local Ward Candidate,NW403 - Matlosana,20,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18717,kaizer_sannyboy_calvert,KAIZER SANNYBOY CALVERT,KAIZER,SANNYBOY,CALVERT,,pty_13,Actionsa,ACTIONSA,Local Ward Candidate,NW404 - Maquassi Hills,1,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18718,toltol_petrus_molatlhegi,TOLTOL PETRUS MOLATLHEGI,TOLTOL,PETRUS,MOLATLHEGI,,pty_13,Actionsa,ACTIONSA,Local PR Candidate,NW404 - Maquassi Hills,64004001,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18719,olebogeng_given_sejeso,OLEBOGENG GIVEN SEJESO,OLEBOGENG,GIVEN,SEJESO,,pty_13,Actionsa,ACTIONSA,Local PR Candidate,NW404 - Maquassi Hills,64004002,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18720,onkgethetse_jankie_senatle,ONKGETHETSE JANKIE SENATLE,ONKGETHETSE,JANKIE,SENATLE,,pty_13,Actionsa,ACTIONSA,Local PR Candidate,NW404 - Maquassi Hills,64004003,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18721,johannes_tsietsi_sebueng,JOHANNES TSIETSI SEBUENG,JOHANNES,TSIETSI,SEBUENG,,pty_13,Actionsa,ACTIONSA,Local PR Candidate,NW404 - Maquassi Hills,64004007,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18722,thozamile_gert_gaje,THOZAMILE GERT GAJE,THOZAMILE,GERT,GAJE,,pty_13,Actionsa,ACTIONSA,Local PR Candidate,NW404 - Maquassi Hills,64004008,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18723,lebogang_lesley_gorekwang,LEBOGANG LESLEY GOREKWANG,LEBOGANG,LESLEY,GOREKWANG,,pty_13,Actionsa,ACTIONSA,Local PR Candidate,NW404 - Maquassi Hills,64004009,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18724,moipone_petunia_rwendela,MOIPONE PETUNIA RWENDELA,MOIPONE,PETUNIA,RWENDELA,,pty_13,Actionsa,ACTIONSA,Local PR Candidate,NW404 - Maquassi Hills,64004010,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18725,metlholo_johannes_boikanyo,METLHOLO JOHANNES BOIKANYO,METLHOLO,JOHANNES,BOIKANYO,,pty_13,Actionsa,ACTIONSA,Local PR Candidate,NW404 - Maquassi Hills,64004011,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18726,zanele_ezekiel_mphafudi,ZANELE EZEKIEL MPHAFUDI,ZANELE,EZEKIEL,MPHAFUDI,,pty_50,African National Congress,ANC,Local Ward Candidate,NW404 - Maquassi Hills,1,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18727,disebo_margaret_kgopane,DISEBO MARGARET KGOPANE,DISEBO,MARGARET,KGOPANE,,pty_50,African National Congress,ANC,Local Ward Candidate,NW404 - Maquassi Hills,2,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18728,xoliswa_desree_ngcengce,XOLISWA DESREE NGCENGCE,XOLISWA,DESREE,NGCENGCE,,pty_50,African National Congress,ANC,Local Ward Candidate,NW404 - Maquassi Hills,3,Andrew Fraser,Auto_search,https://www.facebook.com/xoliswa.ngcengce.1/,,,,,,,,,,,,,,,,,,,"FB- Potential 57% Name match, Location match (Wolmaransstad), Civic role match"
pers_18729,phemelo_monehi,PHEMELO MONEHI,PHEMELO,,MONEHI,,pty_50,African National Congress,ANC,Local Ward Candidate,NW404 - Maquassi Hills,4,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18730,meisie_lenah_lebakeng,MEISIE LENAH LEBAKENG,MEISIE,LENAH,LEBAKENG,,pty_50,African National Congress,ANC,Local Ward Candidate,NW404 - Maquassi Hills,5,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18731,palesa_bridgette_webb,PALESA BRIDGETTE WEBB,PALESA,BRIDGETTE,WEBB,,pty_50,African National Congress,ANC,Local Ward Candidate,NW404 - Maquassi Hills,6,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18732,pulenyana_esau_rampai,PULENYANA ESAU RAMPAI,PULENYANA,ESAU,RAMPAI,,pty_50,African National Congress,ANC,Local Ward Candidate,NW404 - Maquassi Hills,7,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18733,zelinzima_abram_beya,ZELINZIMA ABRAM BEYA,ZELINZIMA,ABRAM,BEYA,,pty_50,African National Congress,ANC,Local Ward Candidate,NW404 - Maquassi Hills,8,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18734,goitsimang_patrick_motswagole,GOITSIMANG PATRICK MOTSWAGOLE,GOITSIMANG,PATRICK,MOTSWAGOLE,,pty_50,African National Congress,ANC,Local Ward Candidate,NW404 - Maquassi Hills,9,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18735,makutu_moses_moeng,MAKUTU MOSES MOENG,MAKUTU,MOSES,MOENG,,pty_50,African National Congress,ANC,Local PR Candidate,NW404 - Maquassi Hills,64004001,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18736,seleke_lazarus_kgaodi,SELEKE LAZARUS KGAODI,SELEKE,LAZARUS,KGAODI,,pty_50,African National Congress,ANC,Local PR Candidate,NW404 - Maquassi Hills,64004002,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18737,mojakisane_tshepiso_jacob_mokone,MOJAKISANE TSHEPISO JACOB MOKONE,MOJAKISANE,TSHEPISO JACOB,MOKONE,,pty_50,African National Congress,ANC,Local PR Candidate,NW404 - Maquassi Hills,64004003,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18738,kedibone_maria_makgase,KEDIBONE MARIA MAKGASE,KEDIBONE,MARIA,MAKGASE,,pty_50,African National Congress,ANC,Local PR Candidate,NW404 - Maquassi Hills,64004004,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18739,abetseng_michael_motsemme,ABETSENG MICHAEL MOTSEMME,ABETSENG,MICHAEL,MOTSEMME,,pty_50,African National Congress,ANC,Local PR Candidate,NW404 - Maquassi Hills,64004005,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18740,jan_moabi_maruping,JAN MOABI MARUPING,JAN,MOABI,MARUPING,,pty_50,African National Congress,ANC,Local PR Candidate,NW404 - Maquassi Hills,64004006,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18741,xolile_william_kwiyane,XOLILE WILLIAM KWIYANE,XOLILE,WILLIAM,KWIYANE,,pty_50,African National Congress,ANC,Local PR Candidate,NW404 - Maquassi Hills,64004007,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18742,lentikile_patrick_rampai,LENTIKILE PATRICK RAMPAI,LENTIKILE,PATRICK,RAMPAI,,pty_50,African National Congress,ANC,Local PR Candidate,NW404 - Maquassi Hills,64004008,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18743,sitshiro_peter_serape,SITSHIRO PETER SERAPE,SITSHIRO,PETER,SERAPE,,pty_50,African National Congress,ANC,Local PR Candidate,NW404 - Maquassi Hills,64004009,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18744,kemang_emmerus_tladi,KEMANG EMMERUS TLADI,KEMANG,EMMERUS,TLADI,,pty_50,African National Congress,ANC,Local PR Candidate,NW404 - Maquassi Hills,64004010,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18745,elvis_montwedi,ELVIS MONTWEDI,ELVIS,,MONTWEDI,,pty_50,African National Congress,ANC,Local PR Candidate,NW404 - Maquassi Hills,64004011,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18746,evodia_mathebula,EVODIA MATHEBULA,EVODIA,,MATHEBULA,,pty_63,African Spear Movement,ASM,Local Ward Candidate,NW404 - Maquassi Hills,1,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18747,doreen_ndevana,DOREEN NDEVANA,DOREEN,,NDEVANA,,pty_63,African Spear Movement,ASM,Local Ward Candidate,NW404 - Maquassi Hills,2,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18748,kgang_elias_godfrey_mpolokeng,KGANG ELIAS GODFREY MPOLOKENG,KGANG,ELIAS GODFREY,MPOLOKENG,,pty_63,African Spear Movement,ASM,Local PR Candidate,NW404 - Maquassi Hills,64004001,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18749,tshiamo_grace_ndebele,TSHIAMO GRACE NDEBELE,TSHIAMO,GRACE,NDEBELE,,pty_63,African Spear Movement,ASM,Local PR Candidate,NW404 - Maquassi Hills,64004002,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18750,tshepo_andries_saul,TSHEPO ANDRIES SAUL,TSHEPO,ANDRIES,SAUL,,pty_63,African Spear Movement,ASM,Local PR Candidate,NW404 - Maquassi Hills,64004003,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18751,johanna_onkarabetse_kgagodi,JOHANNA ONKARABETSE KGAGODI,JOHANNA,ONKARABETSE,KGAGODI,,pty_63,African Spear Movement,ASM,Local PR Candidate,NW404 - Maquassi Hills,64004004,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18752,kediemetse_florah_tladi,KEDIEMETSE FLORAH TLADI,KEDIEMETSE,FLORAH,TLADI,,pty_63,African Spear Movement,ASM,Local PR Candidate,NW404 - Maquassi Hills,64004005,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18753,efriam_lebogang_thipampeng,EFRIAM LEBOGANG THIPAMPENG,EFRIAM,LEBOGANG,THIPAMPENG,,pty_63,African Spear Movement,ASM,Local PR Candidate,NW404 - Maquassi Hills,64004010,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18754,nomaliso_pricila_motshwaedi,NOMALISO PRICILA MOTSHWAEDI,NOMALISO,PRICILA,MOTSHWAEDI,,pty_70,Afrika Mayibuye Movement,AMM,Local PR Candidate,NW404 - Maquassi Hills,64004001,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18755,tekoetsile_benjamin_gaolejwe,TEKOETSILE BENJAMIN GAOLEJWE,TEKOETSILE,BENJAMIN,GAOLEJWE,,pty_70,Afrika Mayibuye Movement,AMM,Local PR Candidate,NW404 - Maquassi Hills,64004002,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18756,keaobaka_mogorosi_lebese,KEAOBAKA MOGOROSI LEBESE,KEAOBAKA,MOGOROSI,LEBESE,,pty_70,Afrika Mayibuye Movement,AMM,Local PR Candidate,NW404 - Maquassi Hills,64004004,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18757,gasekgatlhe_dorcas_galetlhobogwe,GASEKGATLHE DORCAS GALETLHOBOGWE,GASEKGATLHE,DORCAS,GALETLHOBOGWE,,pty_70,Afrika Mayibuye Movement,AMM,Local PR Candidate,NW404 - Maquassi Hills,64004005,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18758,matota_dorothy_matete,MATOTA DOROTHY MATETE,MATOTA,DOROTHY,MATETE,,pty_70,Afrika Mayibuye Movement,AMM,Local PR Candidate,NW404 - Maquassi Hills,64004006,Andrew Fraser,Auto_search,https://www.facebook.com/matota.matete.3/,,,,,,,,,,,,,,,,,,,"FB- Potential 57% Name match, Location match (Leeudoringstad), Civic role match"
pers_18759,noncima_lydia_matwa,NONCIMA LYDIA MATWA,NONCIMA,LYDIA,MATWA,,pty_70,Afrika Mayibuye Movement,AMM,Local PR Candidate,NW404 - Maquassi Hills,64004008,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18760,mmamolaudi_martha_ntsitsi,MMAMOLAUDI MARTHA NTSITSI,MMAMOLAUDI,MARTHA,NTSITSI,,pty_70,Afrika Mayibuye Movement,AMM,Local PR Candidate,NW404 - Maquassi Hills,64004009,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18761,lebang_gabriel_mojakgolo,LEBANG GABRIEL MOJAKGOLO,LEBANG,GABRIEL,MOJAKGOLO,,pty_70,Afrika Mayibuye Movement,AMM,Local PR Candidate,NW404 - Maquassi Hills,64004010,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18762,oupa_herman_batsietseng,OUPA HERMAN BATSIETSENG,OUPA,HERMAN,BATSIETSENG,,pty_81,All Citizens Party,ACP,Local Ward Candidate,NW404 - Maquassi Hills,1,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18763,bertha_moritshane_mokhatsi,BERTHA MORITSHANE MOKHATSI,BERTHA,MORITSHANE,MOKHATSI,,pty_81,All Citizens Party,ACP,Local PR Candidate,NW404 - Maquassi Hills,64004001,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18764,keabetswe_given_mojela,KEABETSWE GIVEN MOJELA,KEABETSWE,GIVEN,MOJELA,,pty_81,All Citizens Party,ACP,Local PR Candidate,NW404 - Maquassi Hills,64004002,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18765,motsokae_piet_marabe,MOTSOKAE PIET MARABE,MOTSOKAE,PIET,MARABE,,pty_81,All Citizens Party,ACP,Local PR Candidate,NW404 - Maquassi Hills,64004003,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18766,mpuseng_john_mongale,MPUSENG JOHN MONGALE,MPUSENG,JOHN,MONGALE,,pty_81,All Citizens Party,ACP,Local PR Candidate,NW404 - Maquassi Hills,64004004,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18767,matshidiso_joyce_namane,MATSHIDISO JOYCE NAMANE,MATSHIDISO,JOYCE,NAMANE,,pty_81,All Citizens Party,ACP,Local PR Candidate,NW404 - Maquassi Hills,64004005,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18768,golayamang_eddie_manzini,GOLAYAMANG EDDIE MANZINI,GOLAYAMANG,EDDIE,MANZINI,,pty_81,All Citizens Party,ACP,Local PR Candidate,NW404 - Maquassi Hills,64004009,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18769,patience_dipuo_mosothoane,PATIENCE DIPUO MOSOTHOANE,PATIENCE,DIPUO,MOSOTHOANE,,pty_81,All Citizens Party,ACP,Local PR Candidate,NW404 - Maquassi Hills,64004010,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18770,seitatolo_sarah_may,SEITATOLO SARAH MAY,SEITATOLO,SARAH,MAY,,pty_81,All Citizens Party,ACP,Local PR Candidate,NW404 - Maquassi Hills,64004011,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18771,gideon_johannes_van_zyl,GIDEON JOHANNES VAN ZYL,GIDEON,JOHANNES VAN,ZYL,,pty_189,Democratic Alliance,DA,Local Ward Candidate,NW404 - Maquassi Hills,2,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18772,tshidiso_mcdonald_tlhotlhomisang,TSHIDISO MC-DONALD TLHOTLHOMISANG,TSHIDISO,MC-DONALD,TLHOTLHOMISANG,,pty_189,Democratic Alliance,DA,Local Ward Candidate,NW404 - Maquassi Hills,3,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18773,johannes_urbanus_swart,JOHANNES URBANUS SWART,JOHANNES,URBANUS,SWART,,pty_189,Democratic Alliance,DA,Local Ward Candidate,NW404 - Maquassi Hills,4,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18774,tshidiso_walter_tlhotlhomisang,TSHIDISO WALTER TLHOTLHOMISANG,TSHIDISO,WALTER,TLHOTLHOMISANG,,pty_189,Democratic Alliance,DA,Local Ward Candidate,NW404 - Maquassi Hills,5,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18775,given_kamogelo_selai,GIVEN KAMOGELO SELAI,GIVEN,KAMOGELO,SELAI,,pty_189,Democratic Alliance,DA,Local Ward Candidate,NW404 - Maquassi Hills,6,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18776,gaobusi_benjamin_mokgalagadi,GAOBUSI BENJAMIN MOKGALAGADI,GAOBUSI,BENJAMIN,MOKGALAGADI,,pty_189,Democratic Alliance,DA,Local Ward Candidate,NW404 - Maquassi Hills,7,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18777,boitumelo_john_berry,BOITUMELO JOHN BERRY,BOITUMELO,JOHN,BERRY,,pty_189,Democratic Alliance,DA,Local Ward Candidate,NW404 - Maquassi Hills,8,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18778,itumeleng_mmuso_thomas_nthapang,ITUMELENG MMUSO THOMAS NTHAPANG,ITUMELENG,MMUSO THOMAS,NTHAPANG,,pty_189,Democratic Alliance,DA,Local PR Candidate,NW404 - Maquassi Hills,64004004,Andrew Fraser,,,,,,,,,,,Auto_search,https://za.linkedin.com/in/itumeleng-mmuso-nthapang-01b21b25a,,,,,,,,,"LI- Potential 55% Full 3-name match, Municipality Match, Direct profile"
pers_18779,vuyiswa_martha_ngada,VUYISWA MARTHA NGADA,VUYISWA,MARTHA,NGADA,,pty_189,Democratic Alliance,DA,Local PR Candidate,NW404 - Maquassi Hills,64004006,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18780,marabane_abram_madibo,MARABANE ABRAM MADIBO,MARABANE,ABRAM,MADIBO,,pty_189,Democratic Alliance,DA,Local PR Candidate,NW404 - Maquassi Hills,64004007,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18781,bonolo_letlhoo,BONOLO LETLHOO,BONOLO,,LETLHOO,,pty_189,Democratic Alliance,DA,Local PR Candidate,NW404 - Maquassi Hills,64004010,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18782,abram_kgosisetlhare_moitsi,ABRAM KGOSISETLHARE MOITSI,ABRAM,KGOSISETLHARE,MOITSI,,pty_189,Democratic Alliance,DA,Local PR Candidate,NW404 - Maquassi Hills,64004011,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18783,tshireletso_solomon_malebatsane,TSHIRELETSO SOLOMON MALEBATSANE,TSHIRELETSO,SOLOMON,MALEBATSANE,,pty_205,Economic Freedom Fighters,EFF,Local Ward Candidate,NW404 - Maquassi Hills,1,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18784,meisie_ntwelekazi_ntuli,MEISIE NTWELEKAZI NTULI,MEISIE,NTWELEKAZI,NTULI,,pty_205,Economic Freedom Fighters,EFF,Local PR Candidate,NW404 - Maquassi Hills,64004001,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18785,pitso_isaac_dihlakanyana,PITSO ISAAC DIHLAKANYANA,PITSO,ISAAC,DIHLAKANYANA,,pty_205,Economic Freedom Fighters,EFF,Local PR Candidate,NW404 - Maquassi Hills,64004002,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18786,keitumetse_mahiwa,KEITUMETSE MAHIWA,KEITUMETSE,,MAHIWA,,pty_205,Economic Freedom Fighters,EFF,Local PR Candidate,NW404 - Maquassi Hills,64004003,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18787,kagiso_petleki,KAGISO PETLEKI,KAGISO,,PETLEKI,,pty_205,Economic Freedom Fighters,EFF,Local PR Candidate,NW404 - Maquassi Hills,64004004,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18788,pitsonyana_moses_mere,PITSONYANA MOSES MERE,PITSONYANA,MOSES,MERE,,pty_205,Economic Freedom Fighters,EFF,Local PR Candidate,NW404 - Maquassi Hills,64004005,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18789,lebogang_abel_lehihi,LEBOGANG ABEL LEHIHI,LEBOGANG,ABEL,LEHIHI,,pty_205,Economic Freedom Fighters,EFF,Local PR Candidate,NW404 - Maquassi Hills,64004006,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18790,maserame_johanna_baesi,MASERAME JOHANNA BAESI,MASERAME,JOHANNA,BAESI,,pty_205,Economic Freedom Fighters,EFF,Local PR Candidate,NW404 - Maquassi Hills,64004007,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18791,koko_boisile_cisane,KOKO BOISILE CISANE,KOKO,BOISILE,CISANE,,pty_205,Economic Freedom Fighters,EFF,Local PR Candidate,NW404 - Maquassi Hills,64004008,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18792,bella_palesa_jonas,BELLA PALESA JONAS,BELLA,PALESA,JONAS,,pty_205,Economic Freedom Fighters,EFF,Local PR Candidate,NW404 - Maquassi Hills,64004009,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18793,lukas_goitsemang_mokela,LUKAS GOITSEMANG MOKELA,LUKAS,GOITSEMANG,MOKELA,,pty_205,Economic Freedom Fighters,EFF,Local PR Candidate,NW404 - Maquassi Hills,64004010,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18794,dimakatso_hanney_serape,DIMAKATSO HANNEY SERAPE,DIMAKATSO,HANNEY,SERAPE,,pty_205,Economic Freedom Fighters,EFF,Local PR Candidate,NW404 - Maquassi Hills,64004011,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18795,phuti_joseph_kgomo,PHUTI JOSEPH KGOMO,PHUTI,JOSEPH,KGOMO,,pty_01,Independent,INDEPENDENT,Local PR Candidate,NW404 - Maquassi Hills,64004010,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
pers_18796,tshepo_solomon_dithejane,TSHEPO SOLOMON DITHEJANE,TSHEPO,SOLOMON,DITHEJANE,,pty_333,Matlosana Service Delivery Movement,MSDM,Local Ward Candidate,NW404 - Maquassi Hills,1,Andrew Fraser,,,,,,,,,,,,,,,,,,,,,
